,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,cluster
12057,0.271,0.878,240597.0,0.341,0.049,6.0,0.0878,-7.986,1.0,0.0637,119.984,4.0,0.724,4
12058,0.552,0.812,161876.0,0.447,0.0,11.0,0.323,-7.629,0.0,0.0765,125.075,4.0,0.703,2
12059,0.962,0.444,158423.0,0.0629,0.0069,7.0,0.097,-20.499,0.0,0.035,141.325,3.0,0.225,0
12060,0.993,0.335,294960.0,0.00501,0.919,1.0,0.0618,-33.366,1.0,0.0451,132.085,3.0,0.0383,5
12061,0.317,0.612,132720.0,0.669,0.0,4.0,0.136,-6.881,1.0,0.0378,156.439,4.0,0.969,1
12062,0.00879,0.592,222520.0,0.935,0.0154,6.0,0.132,-4.317,0.0,0.0581,125.013,4.0,0.567,2
12063,0.993,0.377,127000.0,0.156,0.921,7.0,0.118,-19.13,1.0,0.0359,131.842,4.0,0.559,5
12064,0.333,0.64,241747.0,0.496,0.0,3.0,0.13,-6.077,0.0,0.284,119.849,4.0,0.547,8
12065,0.0012,0.39,211692.0,0.942,0.000173,4.0,0.362,-4.811,0.0,0.0945,76.481,4.0,0.332,8
12066,0.994,0.296,257000.0,0.00896,0.91,7.0,0.0815,-31.948,0.0,0.0394,69.44,3.0,0.0673,5
12067,0.151,0.809,191370.0,0.529,0.162,1.0,0.118,-6.167,1.0,0.0492,125.979,4.0,0.259,1
12068,0.785,0.54,177255.0,0.185,0.907,8.0,0.109,-16.11,1.0,0.0882,113.4,4.0,0.376,5
12069,0.993,0.248,199444.0,0.00604,0.963,1.0,0.0826,-31.576,1.0,0.038,73.633,4.0,0.0368,5
12070,0.00798,0.792,267440.0,0.582,0.902,11.0,0.04,-12.452,1.0,0.0965,94.157,4.0,0.961,3
12071,0.987,0.366,346333.0,0.0154,0.917,1.0,0.0943,-28.642,1.0,0.038,134.313,3.0,0.0522,5
12072,0.00526,0.807,364089.0,0.74,0.86,1.0,0.0993,-8.729,1.0,0.0793,124.996,4.0,0.651,3
12073,0.993,0.388,310933.0,0.0022,0.873,6.0,0.0836,-35.336,1.0,0.0593,168.885,3.0,0.0329,5
12074,0.00221,0.676,284107.0,0.839,0.137,9.0,0.307,-11.408,1.0,0.0459,126.581,4.0,0.901,4
12075,0.992,0.274,136297.0,0.0377,0.901,2.0,0.081,-27.108,0.0,0.0468,71.143,4.0,0.069,5
12076,0.989,0.353,223667.0,0.0117,0.9,5.0,0.084,-36.726,1.0,0.0362,127.796,4.0,0.149,5
12077,0.995,0.329,204800.0,0.0276,0.906,7.0,0.128,-29.176,1.0,0.0372,72.056,4.0,0.0914,5
12078,0.991,0.222,278520.0,0.0179,0.924,2.0,0.106,-23.106,0.0,0.0414,107.069,4.0,0.107,5
12079,0.994,0.278,176840.0,0.0063,0.875,8.0,0.0666,-35.516,1.0,0.0425,72.491,4.0,0.0658,5
12080,0.979,0.0945,135040.0,0.0296,0.207,6.0,0.106,-28.458,0.0,0.0524,172.482,4.0,0.0346,5
12081,0.992,0.359,132373.0,0.0613,0.877,2.0,0.0695,-22.111,0.0,0.0452,53.677,4.0,0.229,5
12082,0.994,0.34,256640.0,0.0282,0.873,6.0,0.104,-26.597,1.0,0.043,134.859,4.0,0.0703,5
12083,0.994,0.217,510480.0,0.0609,0.888,3.0,0.103,-24.724,0.0,0.0391,70.554,4.0,0.0363,5
12084,0.991,0.386,335307.0,0.00205,0.888,4.0,0.0801,-37.781,0.0,0.0593,80.351,4.0,0.075,5
12085,0.992,0.401,340693.0,0.00253,0.894,2.0,0.0795,-25.078,0.0,0.0479,64.281,3.0,0.0382,5
12086,0.993,0.212,304640.0,0.0169,0.921,1.0,0.114,-29.751,1.0,0.0428,65.64,4.0,0.0332,5
12087,0.992,0.446,144107.0,0.00303,0.76,4.0,0.0669,-31.853,1.0,0.0631,133.604,5.0,0.317,5
12088,0.991,0.315,162853.0,0.02,0.659,11.0,0.102,-29.447,1.0,0.055,64.993,5.0,0.148,5
12089,0.985,0.267,284533.0,0.0134,0.964,3.0,0.099,-30.781,0.0,0.0353,139.779,3.0,0.131,5
12090,0.995,0.392,193867.0,0.104,0.908,4.0,0.0877,-20.234,1.0,0.0522,81.527,4.0,0.192,5
12091,0.212,0.771,174000.0,0.69,0.552,1.0,0.692,-4.806,1.0,0.222,160.112,4.0,0.592,10
12092,0.0024,0.549,188013.0,0.864,0.033,6.0,0.224,-4.872,0.0,0.0584,118.966,4.0,0.554,2
12093,0.000554,0.76,184000.0,0.789,0.861,2.0,0.332,-7.211,1.0,0.069,125.021,4.0,0.424,3
12094,0.000164,0.798,449524.0,0.893,0.887,11.0,0.0672,-11.784,0.0,0.062,126.011,4.0,0.813,3
12095,0.0191,0.781,236255.0,0.62,0.767,11.0,0.0629,-7.206,0.0,0.068,125.983,4.0,0.543,3
12096,1.05e-05,0.808,356255.0,0.984,0.889,11.0,0.215,-4.867,0.0,0.0499,128.014,4.0,0.388,3
12097,0.815,0.663,76040.0,0.449,0.902,2.0,0.202,-14.522,1.0,0.0346,107.318,4.0,0.87,3
12098,0.905,0.474,219057.0,0.116,1.99e-05,7.0,0.0906,-17.122,1.0,0.0401,133.653,4.0,0.255,6
12099,0.505,0.667,222632.0,0.29,4.68e-06,9.0,0.0727,-10.72,1.0,0.0305,99.995,4.0,0.126,6
12100,0.983,0.0702,314600.0,0.0124,0.925,3.0,0.112,-32.843,1.0,0.0442,75.865,4.0,0.0372,5
12101,0.24,0.792,51730.0,0.726,0.856,1.0,0.11,-13.616,1.0,0.0657,109.965,4.0,0.0466,3
12102,0.0863,0.674,183229.0,0.616,0.035,4.0,0.181,-10.626,1.0,0.0382,119.986,4.0,0.721,1
12103,0.201,0.765,114394.0,0.814,0.92,10.0,0.0849,-8.602,1.0,0.0299,120.005,3.0,0.682,3
12104,0.131,0.529,171343.0,0.672,0.0668,6.0,0.22,-10.097,0.0,0.0629,148.848,4.0,0.805,2
12105,0.934,0.451,71104.0,0.451,0.000647,7.0,0.533,-11.975,1.0,0.0449,98.323,4.0,0.803,10
12106,0.161,0.711,283750.0,0.565,0.00177,11.0,0.138,-9.67,0.0,0.0316,120.032,4.0,0.811,2
12107,0.00195,0.649,259304.0,0.668,0.87,2.0,0.139,-9.394,1.0,0.0289,114.996,1.0,0.963,0
12108,0.0285,0.71,227975.0,0.525,0.00771,1.0,0.122,-8.01,1.0,0.246,143.998,4.0,0.67,1
12109,0.0703,0.733,209160.0,0.65,6.59e-05,5.0,0.0829,-3.539,1.0,0.0315,110.003,4.0,0.348,4
12110,0.302,0.622,65835.0,0.749,0.0,9.0,0.881,-9.663,1.0,0.0654,110.253,4.0,0.459,10
12111,4.79e-05,0.354,152707.0,0.941,0.66,1.0,0.331,-6.984,1.0,0.0737,131.442,4.0,0.569,7
12112,0.0178,0.42,263423.0,0.902,0.000251,9.0,0.106,-8.47,0.0,0.038,194.968,4.0,0.773,7
12113,0.00019,0.638,252522.0,0.774,0.00102,7.0,0.128,-5.712,1.0,0.0321,115.004,4.0,0.363,4
12114,0.991,0.722,165121.0,0.192,0.934,9.0,0.116,-15.544,0.0,0.0461,108.101,3.0,0.212,5
12115,0.101,0.342,209173.0,0.709,1.5e-05,11.0,0.536,-5.903,1.0,0.294,77.668,4.0,0.673,10
12116,0.0129,0.595,232280.0,0.77,0.00254,11.0,0.152,-5.392,1.0,0.0359,133.961,4.0,0.755,4
12117,0.363,0.798,220396.0,0.613,0.0,6.0,0.762,-9.037,1.0,0.204,97.013,4.0,0.229,10
12118,0.666,0.556,179840.0,0.602,5.94e-05,11.0,0.104,-5.757,0.0,0.0299,119.919,4.0,0.402,2
12119,0.0884,0.575,195093.0,0.95,1.9e-06,2.0,0.122,-3.378,1.0,0.0889,130.074,4.0,0.596,1
12120,0.0259,0.463,178920.0,0.795,2.24e-05,7.0,0.0838,-5.21,1.0,0.195,170.145,4.0,0.638,7
12121,0.014,0.608,185947.0,0.865,0.000297,10.0,0.318,-5.648,1.0,0.1,99.945,4.0,0.459,4
12122,0.0057,0.314,351627.0,0.797,5.59e-05,0.0,0.0718,-9.026,1.0,0.038,145.393,4.0,0.569,7
12123,0.198,0.722,284133.0,0.728,0.0,10.0,0.482,-4.458,0.0,0.06,123.059,4.0,0.509,2
12124,0.224,0.665,193688.0,0.431,0.0,5.0,0.0887,-7.775,0.0,0.138,78.012,4.0,0.632,8
12125,0.0195,0.698,178680.0,0.787,7.18e-06,2.0,0.906,-6.408,1.0,0.211,124.94,4.0,0.549,10
12126,0.00715,0.76,223187.0,0.579,0.000679,5.0,0.0304,-5.079,0.0,0.0388,99.979,4.0,0.975,2
12127,0.966,0.457,184161.0,0.19,0.000357,7.0,0.109,-9.885,1.0,0.0317,97.1,4.0,0.323,6
12128,0.307,0.506,234360.0,0.402,1.25e-05,8.0,0.0814,-11.743,0.0,0.0256,94.221,4.0,0.54,2
12129,0.782,0.587,148107.0,0.283,0.0,7.0,0.0867,-10.028,1.0,0.0507,84.223,4.0,0.62,6
12130,0.00334,0.536,184947.0,0.842,0.000822,6.0,0.0564,-4.723,1.0,0.164,161.902,4.0,0.621,7
12131,0.761,0.326,214693.0,0.236,1.58e-06,10.0,0.122,-10.868,1.0,0.0331,145.463,4.0,0.424,6
12132,0.135,0.595,178133.0,0.803,0.0132,7.0,0.229,-5.553,1.0,0.0357,119.945,4.0,0.49,4
12133,0.964,0.807,220507.0,0.105,0.0,9.0,0.103,-13.188,1.0,0.0412,109.014,4.0,0.372,6
12134,0.0381,0.543,212133.0,0.869,0.0,1.0,0.0843,-1.832,0.0,0.125,141.028,4.0,0.204,8
12135,0.0566,0.758,175880.0,0.876,0.000744,6.0,0.0897,-5.564,1.0,0.0513,123.95,4.0,0.901,4
12136,0.917,0.698,218493.0,0.215,2.48e-05,5.0,0.105,-12.39,1.0,0.0388,124.037,4.0,0.395,6
12137,0.716,0.503,184933.0,0.25,0.0,6.0,0.177,-10.853,1.0,0.0395,153.941,4.0,0.359,6
12138,0.121,0.462,222347.0,0.486,0.0169,4.0,0.208,-7.908,1.0,0.0275,155.823,4.0,0.359,7
12139,0.891,0.596,145093.0,0.375,3.54e-06,0.0,0.102,-8.555,1.0,0.0364,81.929,4.0,0.604,6
12140,0.00895,0.542,179657.0,0.945,0.00661,0.0,0.29,-5.091,1.0,0.0587,87.525,4.0,0.629,1
12141,0.00616,0.735,227947.0,0.651,0.00345,9.0,0.203,-4.859,0.0,0.0349,135.97,4.0,0.8,2
12142,0.084,0.644,200293.0,0.734,0.00067,11.0,0.826,-6.392,0.0,0.032,100.025,4.0,0.738,10
12143,0.049,0.612,193920.0,0.632,0.00216,4.0,0.0855,-6.144,1.0,0.0341,139.973,4.0,0.176,7
12144,0.561,0.626,319867.0,0.276,0.000563,7.0,0.104,-14.741,1.0,0.0312,146.61,4.0,0.314,6
12145,0.0351,0.447,440013.0,0.625,0.000727,10.0,0.243,-8.212,0.0,0.323,67.104,4.0,0.261,2
12146,0.264,0.496,249840.0,0.644,0.0,2.0,0.0695,-5.385,1.0,0.0269,96.017,3.0,0.435,1
12147,0.592,0.767,229805.0,0.938,0.0193,5.0,0.118,-4.433,0.0,0.0505,123.99,4.0,0.868,2
12148,0.00173,0.449,99600.0,0.869,0.979,1.0,0.67,-10.993,0.0,0.0338,100.009,4.0,0.737,10
12149,0.063,0.393,212227.0,0.709,0.000935,4.0,0.16,-7.446,1.0,0.0295,104.315,4.0,0.249,7
12150,0.000867,0.554,212597.0,0.848,0.0301,1.0,0.42,-4.857,1.0,0.0817,90.001,4.0,0.562,1
12151,0.0401,0.51,250794.0,0.574,2.6e-06,7.0,0.154,-11.302,1.0,0.0337,125.407,4.0,0.234,7
12152,0.0335,0.356,357267.0,0.917,0.0,9.0,0.406,-6.006,1.0,0.0479,171.176,4.0,0.518,7
12153,0.948,0.638,153103.0,0.0727,0.919,4.0,0.183,-21.77,1.0,0.0336,116.126,4.0,0.206,5
12154,0.967,0.0871,147267.0,0.015,0.83,10.0,0.125,-31.951,1.0,0.0406,168.81,3.0,0.0505,5
12155,0.933,0.109,96000.0,1.0,0.596,11.0,0.974,-15.382,0.0,0.0458,55.293,4.0,1e-05,10
12156,0.168,0.424,437577.0,0.42,0.124,4.0,0.107,-10.536,1.0,0.0373,138.079,4.0,0.176,7
12157,0.245,0.42,295600.0,0.33,0.000679,9.0,0.0677,-13.925,1.0,0.0275,157.143,3.0,0.175,0
12158,0.893,0.157,174857.0,0.0324,0.968,0.0,0.0911,-33.835,1.0,0.037,142.491,3.0,0.0375,5
12159,0.926,0.403,229497.0,0.0427,7.52e-05,6.0,0.0984,-11.177,0.0,0.0366,78.073,3.0,0.274,0
12160,0.232,0.614,185870.0,0.663,0.00318,8.0,0.297,-7.105,1.0,0.0406,140.018,4.0,0.403,4
12161,0.616,0.532,232800.0,0.475,0.93,1.0,0.103,-14.698,1.0,0.0285,100.008,4.0,0.124,3
12162,0.244,0.52,361547.0,0.57,0.000707,0.0,0.3,-6.606,1.0,0.0377,133.047,4.0,0.593,1
12163,0.21,0.512,197671.0,0.775,0.0,5.0,0.135,-2.223,0.0,0.036,153.699,4.0,0.579,8
12164,0.0872,0.776,151400.0,0.666,0.0,0.0,0.391,-8.463,1.0,0.207,133.062,4.0,0.51,1
12165,0.175,0.754,231127.0,0.701,0.0,1.0,0.145,-6.901,1.0,0.285,141.973,4.0,0.6,1
12166,0.349,0.429,269975.0,0.273,0.0384,0.0,0.111,-9.719,1.0,0.0287,110.161,3.0,0.112,0
12167,0.951,0.613,224427.0,0.237,0.0,5.0,0.126,-12.319,1.0,0.0641,99.816,4.0,0.121,6
12168,0.018,0.465,237893.0,0.865,0.00135,11.0,0.0769,-9.573,0.0,0.098,117.528,4.0,0.677,2
12169,0.000616,0.523,244194.0,0.678,0.0,8.0,0.142,-6.071,1.0,0.0692,159.909,4.0,0.277,7
12170,0.608,0.388,192462.0,0.358,0.00488,0.0,0.113,-9.389,1.0,0.0421,129.724,4.0,0.154,6
12171,0.836,0.439,213381.0,0.372,4.91e-05,9.0,0.105,-6.116,1.0,0.027,66.021,4.0,0.198,6
12172,0.223,0.815,177667.0,0.518,0.0,7.0,0.104,-6.594,0.0,0.0897,151.891,4.0,0.877,2
12173,0.627,0.715,143531.0,0.374,0.0,8.0,0.11,-6.665,1.0,0.0399,89.982,4.0,0.633,4
12174,0.239,0.884,146827.0,0.539,0.0,1.0,0.0805,-6.389,0.0,0.208,85.008,4.0,0.776,8
12175,0.61,0.847,173349.0,0.275,0.0,5.0,0.0737,-6.44,1.0,0.113,85.007,4.0,0.764,4
12176,0.114,0.762,97960.0,0.604,0.0,7.0,0.0271,-5.296,0.0,0.11,168.007,4.0,0.847,2
12177,0.00196,0.728,198426.0,0.629,1.94e-06,1.0,0.0847,-6.629,1.0,0.0318,135.031,4.0,0.71,1
12178,0.331,0.787,186050.0,0.735,4.09e-05,0.0,0.113,-4.808,0.0,0.0857,97.957,4.0,0.698,8
12179,0.153,0.727,192733.0,0.578,3.59e-05,10.0,0.142,-10.516,1.0,0.225,140.044,4.0,0.238,4
12180,0.21,0.75,209971.0,0.829,0.0,1.0,0.279,-4.942,1.0,0.0915,115.894,4.0,0.87,1
12181,0.268,0.746,170405.0,0.741,0.0,11.0,0.644,-5.459,1.0,0.0567,119.983,4.0,0.72,10
12182,0.945,0.756,127055.0,0.394,0.0371,4.0,0.12,-7.321,0.0,0.0956,70.027,4.0,0.197,6
12183,0.771,0.704,133560.0,0.478,0.000516,9.0,0.0875,-6.562,1.0,0.047,128.789,4.0,0.42,4
12184,0.363,0.773,160000.0,0.62,2.37e-06,9.0,0.175,-5.252,1.0,0.103,84.975,4.0,0.624,4
12185,0.00383,0.689,126465.0,0.858,0.0,4.0,0.129,-2.868,1.0,0.161,153.977,4.0,0.643,1
12186,0.542,0.682,107280.0,0.571,0.00757,1.0,0.339,-7.169,0.0,0.0271,91.97,4.0,0.539,8
12187,0.502,0.687,177400.0,0.439,0.000367,2.0,0.109,-8.347,1.0,0.0426,91.972,4.0,0.352,1
12188,0.481,0.379,197847.0,0.561,0.0113,9.0,0.11,-6.451,1.0,0.0608,189.542,4.0,0.148,7
12189,0.0021,0.497,77621.0,0.789,0.000528,6.0,0.28,-0.947,1.0,0.0809,81.154,4.0,0.459,4
12190,0.385,0.482,150620.0,0.837,0.0216,11.0,0.132,-3.696,1.0,0.0639,91.968,4.0,0.0787,4
12191,0.784,0.636,194360.0,0.474,0.0613,5.0,0.113,-8.096,1.0,0.077,167.064,4.0,0.571,6
12192,0.54,0.566,134067.0,0.448,7.22e-05,4.0,0.0956,-8.739,0.0,0.0799,110.802,4.0,0.199,8
12193,0.784,0.406,76480.0,0.368,0.0,10.0,0.354,-6.31,1.0,0.0296,157.885,4.0,0.707,6
12194,0.466,0.665,137242.0,0.874,3.65e-06,8.0,0.082,-2.241,1.0,0.323,169.896,4.0,0.761,11
12195,0.736,0.662,203248.0,0.626,0.0,0.0,0.27,-8.3,1.0,0.221,121.828,4.0,0.321,1
12196,0.573,0.729,131173.0,0.485,0.0,7.0,0.32,-6.925,1.0,0.0363,119.999,4.0,0.45,4
12197,0.278,0.707,147716.0,0.726,0.0,2.0,0.0778,-5.24,1.0,0.0347,84.006,4.0,0.644,1
12198,0.955,0.42,75586.0,0.391,0.641,4.0,0.426,-6.45,0.0,0.0291,100.021,4.0,0.132,6
12199,0.65,0.855,138299.0,0.469,2.48e-05,4.0,0.108,-4.965,1.0,0.0769,91.985,4.0,0.305,1
12200,0.651,0.551,162310.0,0.492,0.000184,10.0,0.322,-7.8,0.0,0.409,121.523,4.0,0.602,11
12201,0.28,0.266,256040.0,0.513,5.98e-05,0.0,0.11,-7.852,1.0,0.0388,200.781,4.0,0.579,7
12202,0.404,0.83,83333.0,0.95,1.41e-06,11.0,0.48,-1.272,1.0,0.392,89.972,4.0,0.808,11
12203,0.784,0.445,76480.0,0.368,0.0,10.0,0.354,-6.31,1.0,0.0292,158.057,4.0,0.707,6
12204,0.194,0.699,208219.0,0.559,0.0,11.0,0.276,-6.853,1.0,0.0851,151.981,4.0,0.298,4
12205,0.523,0.479,118588.0,0.449,3.49e-06,10.0,0.403,-10.624,0.0,0.0462,83.942,4.0,0.0958,6
12206,0.315,0.705,138948.0,0.351,0.00839,1.0,0.112,-13.338,0.0,0.3,107.054,4.0,0.0398,11
12207,0.117,0.384,358622.0,0.531,0.0,5.0,0.249,-6.965,1.0,0.0452,97.153,4.0,0.237,7
12208,0.00612,0.866,163143.0,0.714,1.88e-05,6.0,0.0787,-6.107,1.0,0.22,108.005,4.0,0.384,4
12209,0.0591,0.657,290840.0,0.459,0.773,1.0,0.111,-13.095,1.0,0.04,82.821,4.0,0.139,3
12210,0.026,0.774,116760.0,0.412,0.0,1.0,0.088,-8.619,1.0,0.378,139.943,4.0,0.38,11
12211,0.769,0.59,240427.0,0.331,0.00544,9.0,0.185,-9.986,1.0,0.0609,120.062,4.0,0.292,6
12212,0.159,0.659,165333.0,0.702,0.0,11.0,0.216,-4.784,0.0,0.0598,156.071,4.0,0.698,2
12213,0.868,0.622,179625.0,0.241,0.84,7.0,0.184,-18.57,1.0,0.0325,120.031,4.0,0.235,5
12214,0.905,0.699,210638.0,0.221,0.935,3.0,0.108,-13.367,1.0,0.0447,95.995,4.0,0.162,5
12215,0.00426,0.619,84521.0,0.141,0.000645,0.0,0.115,-26.573,0.0,0.0433,148.614,3.0,0.585,0
12216,0.917,0.637,139750.0,0.0223,0.927,2.0,0.0899,-34.199,1.0,0.0365,140.088,4.0,0.102,5
12217,0.0438,0.852,151813.0,0.669,0.0,6.0,0.0914,-4.067,1.0,0.0748,110.696,5.0,0.682,4
12218,0.697,0.824,156312.0,0.134,0.887,9.0,0.0869,-15.419,0.0,0.0438,100.006,4.0,0.143,5
12219,0.615,0.763,188010.0,0.236,0.845,9.0,0.082,-11.516,0.0,0.0568,119.989,4.0,0.273,3
12220,0.212,0.72,210674.0,0.295,0.804,2.0,0.0971,-16.617,1.0,0.0365,89.991,4.0,0.208,3
12221,0.595,0.692,195427.0,0.609,0.151,4.0,0.109,-8.569,0.0,0.0839,118.05,4.0,0.552,8
12222,0.996,0.626,39820.0,0.0205,0.97,2.0,0.108,-24.397,1.0,0.0753,72.96,4.0,0.558,5
12223,0.916,0.649,187650.0,0.151,0.95,9.0,0.0764,-16.832,0.0,0.0299,99.997,4.0,0.0622,5
12224,0.222,0.827,114013.0,0.461,0.831,9.0,0.103,-9.697,0.0,0.035,120.029,4.0,0.182,3
12225,0.711,0.647,197340.0,0.173,0.887,3.0,0.114,-16.016,1.0,0.0306,89.992,4.0,0.0505,5
12226,0.928,0.708,144828.0,0.241,0.957,10.0,0.156,-16.697,0.0,0.0339,116.034,4.0,0.145,5
12227,0.743,0.775,188862.0,0.108,0.923,5.0,0.101,-15.153,1.0,0.0429,112.021,4.0,0.582,3
12228,0.131,0.575,280333.0,0.848,0.0,4.0,0.11,-4.297,1.0,0.0885,159.941,4.0,0.42,7
12229,0.019,0.509,78681.0,0.542,0.00639,3.0,0.23,-8.027,0.0,0.442,97.767,4.0,0.151,11
12230,0.00132,0.557,152733.0,0.832,1.5e-06,9.0,0.347,-5.638,1.0,0.0369,143.873,4.0,0.635,4
12231,0.319,0.766,258733.0,0.552,1.33e-06,0.0,0.0573,-4.069,1.0,0.0299,140.043,4.0,0.801,1
12232,0.329,0.843,209027.0,0.833,0.0567,0.0,0.126,-6.156,0.0,0.0341,141.99,4.0,0.972,8
12233,0.016,0.645,201267.0,0.979,0.0,0.0,0.371,-2.322,1.0,0.105,106.963,4.0,0.798,1
12234,0.000891,0.481,189333.0,0.94,0.0,7.0,0.0939,-5.204,1.0,0.066,96.493,4.0,0.66,4
12235,0.00053,0.571,145080.0,0.854,0.000284,7.0,0.0822,-5.878,0.0,0.0296,143.785,4.0,0.89,2
12236,0.0676,0.732,100878.0,0.653,0.766,9.0,0.242,-11.396,1.0,0.033,110.026,4.0,0.502,3
12237,0.103,0.622,175747.0,0.83,1.33e-05,6.0,0.0295,-4.539,1.0,0.0386,111.981,4.0,0.549,4
12238,0.00591,0.661,225116.0,0.808,6.01e-05,0.0,0.112,-5.067,1.0,0.062,145.128,4.0,0.0784,1
12239,0.0383,0.516,203429.0,0.683,5.57e-05,1.0,0.102,-4.849,0.0,0.0366,136.992,4.0,0.255,8
12240,0.000302,0.565,188000.0,0.942,8.42e-06,0.0,0.137,-5.04,1.0,0.0639,141.99,4.0,0.816,1
12241,0.764,0.906,228235.0,0.473,0.0,10.0,0.0932,-11.323,0.0,0.0676,102.001,4.0,0.233,2
12242,0.0867,0.617,166040.0,0.779,0.0,11.0,0.14,-4.152,1.0,0.279,148.825,4.0,0.824,4
12243,0.00394,0.455,229328.0,0.932,0.0178,2.0,0.267,-2.777,1.0,0.305,170.195,4.0,0.477,7
12244,0.0124,0.642,173880.0,0.754,6.23e-06,0.0,0.223,-4.265,1.0,0.0298,125.032,4.0,0.499,1
12245,0.904,0.494,222856.0,0.29,2.04e-06,7.0,0.0818,-10.129,1.0,0.0299,77.336,4.0,0.238,6
12246,0.0202,0.687,191667.0,0.746,0.00236,0.0,0.33,-8.981,1.0,0.0408,158.505,4.0,0.776,1
12247,0.00484,0.535,193347.0,0.804,0.0,2.0,0.0425,-3.954,1.0,0.151,173.015,4.0,0.782,7
12248,0.269,0.633,299827.0,0.685,0.174,9.0,0.0772,-5.197,1.0,0.0289,144.005,4.0,0.497,4
12249,0.0259,0.77,149538.0,0.953,0.00656,9.0,0.121,-3.258,1.0,0.104,130.077,4.0,0.323,4
12250,0.0113,0.487,428853.0,0.729,0.0176,0.0,0.434,-6.124,1.0,0.0295,127.812,4.0,0.859,1
12251,0.00306,0.251,270400.0,0.924,0.0577,10.0,0.433,-4.561,0.0,0.117,90.524,4.0,0.431,10
12252,0.000283,0.328,220000.0,0.981,0.000292,6.0,0.243,-4.886,0.0,0.127,117.072,4.0,0.44,8
12253,0.46,0.596,266450.0,0.636,0.115,6.0,0.0919,-7.05,0.0,0.0359,119.981,4.0,0.473,8
12254,0.0852,0.657,228210.0,0.736,0.0,2.0,0.107,-6.249,0.0,0.114,107.959,4.0,0.586,8
12255,0.0105,0.578,234054.0,0.785,0.0119,2.0,0.124,-8.318,1.0,0.0399,110.937,4.0,0.349,1
12256,0.473,0.298,316128.0,0.816,6.83e-06,5.0,0.522,-6.513,1.0,0.0435,87.72,4.0,0.464,10
12257,0.00132,0.407,303613.0,0.724,6.9e-06,10.0,0.0747,-11.303,0.0,0.0505,174.036,4.0,0.113,7
12258,0.0476,0.454,305133.0,0.954,0.315,10.0,0.312,-5.74,1.0,0.196,174.003,4.0,0.207,7
12259,0.0156,0.664,189835.0,0.967,0.000132,1.0,0.0674,-2.062,1.0,0.287,150.003,4.0,0.584,1
12260,0.00021,0.549,243760.0,0.832,3.53e-06,8.0,0.916,-5.278,1.0,0.0566,119.005,4.0,0.338,10
12261,0.00134,0.513,194846.0,0.955,0.89,11.0,0.25,-4.822,0.0,0.0297,130.019,4.0,0.303,3
12262,0.969,0.544,208212.0,0.369,0.279,2.0,0.639,-9.514,1.0,0.038,87.01,3.0,0.102,0
12263,0.387,0.543,262209.0,0.926,0.456,6.0,0.0667,-6.759,0.0,0.0446,80.501,1.0,0.604,0
12264,0.962,0.424,208173.0,0.437,0.336,2.0,0.664,-8.588,1.0,0.0355,174.127,3.0,0.131,0
12265,0.274,0.555,284147.0,0.584,0.0228,4.0,0.254,-8.667,1.0,0.0301,120.965,4.0,0.41,1
12266,0.768,0.477,224062.0,0.55,0.00122,9.0,0.123,-7.227,1.0,0.0273,137.068,4.0,0.184,6
12267,0.803,0.417,346373.0,0.285,0.005,2.0,0.269,-11.041,1.0,0.0346,120.954,1.0,0.243,0
12268,0.576,0.507,220738.0,0.715,0.00416,7.0,0.155,-5.93,0.0,0.0267,76.01,4.0,0.793,2
12269,0.103,0.686,311227.0,0.413,0.115,6.0,0.122,-6.332,0.0,0.0263,95.989,3.0,0.595,8
12270,0.33,0.491,177366.0,0.809,0.158,10.0,0.0874,-7.68,1.0,0.0332,74.008,4.0,0.656,4
12271,0.317,0.569,288283.0,0.76,0.29,0.0,0.274,-5.507,1.0,0.0294,122.972,4.0,0.393,1
12272,0.151,0.476,191307.0,0.543,0.0633,0.0,0.0982,-5.158,1.0,0.0287,163.942,3.0,0.342,7
12273,0.6,0.617,274705.0,0.764,0.257,5.0,0.111,-6.259,1.0,0.036,91.0,4.0,0.233,6
12274,0.257,0.484,270667.0,0.74,0.000105,0.0,0.0999,-6.671,1.0,0.029,84.956,4.0,0.393,1
12275,0.726,0.384,195082.0,0.423,1.47e-05,7.0,0.119,-11.88,0.0,0.0579,82.405,4.0,0.294,6
12276,0.761,0.53,290814.0,0.455,0.00505,9.0,0.926,-7.674,1.0,0.0289,104.0,4.0,0.481,10
12277,0.497,0.32,277240.0,0.314,0.00705,0.0,0.113,-10.666,1.0,0.0319,88.996,4.0,0.0507,6
12278,0.944,0.477,192906.0,0.397,0.0613,11.0,0.242,-8.47,0.0,0.0297,142.0,3.0,0.307,0
12279,0.765,0.271,70813.0,0.333,0.26,11.0,0.483,-11.608,0.0,0.0303,98.78,3.0,0.217,0
12280,0.689,0.238,353255.0,0.606,0.694,10.0,0.116,-5.904,1.0,0.0328,111.958,4.0,0.251,3
12281,0.601,0.544,270054.0,0.931,0.407,7.0,0.777,-5.641,0.0,0.0354,157.027,4.0,0.753,10
12282,0.903,0.566,151360.0,0.64,0.474,2.0,0.134,-7.88,1.0,0.0249,133.53,4.0,0.332,6
12283,0.781,0.59,237424.0,0.879,0.86,11.0,0.116,-7.887,0.0,0.0281,142.0,4.0,0.499,3
