,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,cluster
23504,0.516,0.218,202830.0,0.326,0.00049,9.0,0.183,-10.101,1.0,0.0318,102.266,3.0,0.208,0
23505,0.673,0.654,143417.0,0.354,0.0177,9.0,0.126,-7.026,1.0,0.0317,133.108,4.0,0.598,4
23506,0.0987,0.581,151293.0,0.624,0.0,9.0,0.0411,-8.346,1.0,0.0777,139.714,4.0,0.637,4
23507,0.818,0.425,221693.0,0.467,0.0,11.0,0.304,-6.692,0.0,0.0452,143.317,4.0,0.37,2
23508,0.241,0.736,247687.0,0.54,0.0,5.0,0.332,-10.42,0.0,0.295,114.786,4.0,0.677,11
23509,0.934,0.593,247000.0,0.479,0.00149,10.0,0.122,-7.346,1.0,0.0341,144.005,4.0,0.592,6
23510,0.0123,0.694,179360.0,0.758,0.0,7.0,0.0622,-4.091,1.0,0.0942,137.026,4.0,0.545,4
23511,0.655,0.597,257167.0,0.681,0.00165,3.0,0.356,-7.757,1.0,0.0365,134.268,4.0,0.525,1
23512,0.011,0.524,282133.0,0.686,0.00163,7.0,0.107,-7.454,1.0,0.031,112.881,4.0,0.222,7
23513,0.96,0.339,205707.0,0.0274,5.9e-06,9.0,0.11,-18.138,1.0,0.0385,82.939,4.0,0.144,6
23514,0.633,0.471,282329.0,0.352,2.75e-05,2.0,0.115,-9.699,1.0,0.0391,118.333,3.0,0.102,0
23515,0.968,0.525,238453.0,0.16,0.00135,8.0,0.106,-12.44,1.0,0.0281,97.611,4.0,0.172,6
23516,0.964,0.355,262027.0,0.082,0.000746,10.0,0.122,-13.86,1.0,0.0318,140.812,3.0,0.109,0
23517,0.931,0.504,190107.0,0.0273,1.1e-05,2.0,0.109,-21.441,1.0,0.0415,120.24,4.0,0.395,6
23518,0.462,0.725,200827.0,0.429,0.00561,0.0,0.105,-9.316,1.0,0.0457,100.78,4.0,0.455,1
23519,0.43,0.512,192440.0,0.608,2.23e-05,3.0,0.124,-6.498,1.0,0.0611,152.013,4.0,0.915,1
23520,0.653,0.391,228467.0,0.449,0.000701,3.0,0.072,-10.041,1.0,0.0313,131.267,3.0,0.143,0
23521,0.713,0.608,243040.0,0.357,4.61e-06,0.0,0.251,-8.436,1.0,0.0276,83.025,3.0,0.397,0
23522,0.613,0.379,231013.0,0.362,0.000296,5.0,0.063,-6.288,1.0,0.0483,206.02,3.0,0.341,7
23523,0.00898,0.357,275187.0,0.756,0.000866,11.0,0.102,-6.235,0.0,0.0303,91.481,4.0,0.542,2
23524,0.673,0.654,143417.0,0.354,0.0177,9.0,0.126,-7.026,1.0,0.0317,133.108,4.0,0.598,4
23525,0.175,0.745,202080.0,0.647,0.000309,7.0,0.0529,-9.494,0.0,0.119,144.014,4.0,0.395,2
23526,0.986,0.26,155880.0,0.0611,7.3e-06,10.0,0.313,-15.355,0.0,0.0331,84.135,1.0,0.114,0
23527,0.905,0.408,189281.0,0.201,0.0,7.0,0.111,-10.322,1.0,0.0281,98.071,3.0,0.445,0
23528,0.0211,0.479,149422.0,0.403,0.0992,2.0,0.0762,-12.394,1.0,0.0287,158.231,4.0,0.917,1
23529,0.937,0.107,162407.0,0.236,0.0138,11.0,0.111,-26.609,0.0,0.0579,80.628,4.0,0.00228,5
23530,0.142,0.517,198120.0,0.904,0.705,0.0,0.0938,-6.037,1.0,0.0285,142.312,4.0,0.761,1
23531,0.528,0.774,125125.0,0.58,0.0144,5.0,0.106,-6.305,1.0,0.0353,132.638,4.0,0.896,4
23532,0.878,0.534,220613.0,0.0745,0.000127,8.0,0.109,-13.596,0.0,0.0357,73.181,3.0,0.224,0
23533,0.705,0.465,264643.0,0.302,1.01e-05,2.0,0.122,-9.145,1.0,0.0334,147.959,4.0,0.223,6
23534,0.285,0.609,148320.0,0.569,0.0,9.0,0.0586,-6.359,1.0,0.0371,86.583,4.0,0.787,4
23535,0.181,0.548,266000.0,0.41,0.0,0.0,0.257,-6.322,1.0,0.0282,120.471,4.0,0.258,1
23536,0.0503,0.666,291175.0,0.465,0.0,1.0,0.215,-8.545,1.0,0.26,167.937,4.0,0.292,7
23537,0.558,0.519,267003.0,0.572,0.0,0.0,0.124,-5.846,1.0,0.0306,113.51,3.0,0.435,0
23538,0.65,0.465,279967.0,0.467,0.0,3.0,0.0899,-7.712,1.0,0.0259,137.994,4.0,0.381,6
23539,0.0472,0.674,123497.0,0.509,0.0,11.0,0.238,-7.133,1.0,0.0646,69.949,3.0,0.517,4
23540,0.445,0.68,163880.0,0.693,0.0,0.0,0.208,-7.234,1.0,0.0435,114.948,4.0,0.851,1
23541,0.276,0.705,176734.0,0.864,0.00037,0.0,0.0872,-5.13,0.0,0.0344,120.012,4.0,0.626,8
23542,0.000241,0.467,194333.0,0.957,5.62e-06,10.0,0.595,-4.846,1.0,0.0454,143.832,4.0,0.445,10
23543,0.659,0.503,181773.0,0.308,2.5e-05,9.0,0.0743,-12.01,1.0,0.0301,73.998,4.0,0.187,6
23544,0.0303,0.324,158867.0,0.885,0.0,9.0,0.11,-4.884,1.0,0.0668,131.949,4.0,0.533,7
23545,0.141,0.679,230453.0,0.587,6.35e-06,7.0,0.137,-7.015,1.0,0.276,186.003,4.0,0.486,7
23546,0.825,0.712,322147.0,0.5,0.314,9.0,0.106,-11.948,0.0,0.0338,90.039,4.0,0.682,2
23547,0.0426,0.794,248413.0,0.811,1.07e-06,6.0,0.101,-8.966,0.0,0.038,116.047,4.0,0.862,2
23548,0.329,0.624,212547.0,0.911,0.861,7.0,0.0727,-7.482,1.0,0.0524,122.902,4.0,0.135,3
23549,0.0222,0.92,314557.0,0.914,7.62e-05,7.0,0.114,-4.555,1.0,0.0444,135.923,4.0,0.974,4
23550,0.0194,0.613,320357.0,0.697,0.0,2.0,0.332,-8.618,1.0,0.133,122.746,4.0,0.476,1
23551,0.0267,0.821,632693.0,0.793,1.37e-05,6.0,0.0751,-9.003,0.0,0.0391,116.009,4.0,0.912,2
23552,0.428,0.773,269187.0,0.819,0.0,0.0,0.0679,-5.946,0.0,0.118,92.987,4.0,0.585,8
23553,0.000369,0.812,284280.0,0.516,1.09e-05,9.0,0.0991,-6.963,1.0,0.224,127.498,4.0,0.633,4
23554,0.00356,0.956,429533.0,0.795,0.889,7.0,0.0906,-5.311,1.0,0.15,121.294,4.0,0.841,3
23555,0.00152,0.629,342627.0,0.787,0.359,5.0,0.209,-8.399,0.0,0.0646,125.998,4.0,0.581,8
23556,0.0427,0.817,224693.0,0.716,0.00263,6.0,0.358,-8.898,0.0,0.144,123.474,4.0,0.692,2
23557,0.44,0.875,232667.0,0.475,0.72,9.0,0.046,-12.673,0.0,0.0986,99.958,4.0,0.384,3
23558,0.0839,0.832,353893.0,0.659,0.00114,10.0,0.0753,-7.828,0.0,0.057,100.163,4.0,0.674,2
23559,0.0422,0.775,337560.0,0.585,0.619,10.0,0.077,-9.516,0.0,0.0271,109.942,4.0,0.518,3
23560,0.0783,0.975,182741.0,0.535,0.0,1.0,0.107,-7.227,1.0,0.196,125.066,4.0,0.671,1
23561,0.048,0.644,301373.0,0.664,0.867,9.0,0.342,-8.398,1.0,0.0332,124.726,4.0,0.53,3
23562,6.94e-06,0.59,287720.0,0.787,0.845,7.0,0.0293,-5.766,1.0,0.0512,111.926,4.0,0.598,3
23563,0.0348,0.648,235467.0,0.671,0.0,2.0,0.376,-8.49,1.0,0.104,122.891,4.0,0.533,1
23564,0.0692,0.74,544627.0,0.682,0.53,9.0,0.381,-10.42,0.0,0.0504,113.201,4.0,0.41,3
23565,0.479,0.605,345187.0,0.687,0.949,9.0,0.104,-13.928,0.0,0.045,106.896,4.0,0.12,3
23566,0.288,0.669,227867.0,0.743,0.805,7.0,0.309,-11.488,1.0,0.0494,119.881,4.0,0.28,3
23567,0.00286,0.788,275387.0,0.616,0.549,9.0,0.0952,-10.671,0.0,0.0337,119.037,4.0,0.696,2
23568,0.598,0.739,219800.0,0.441,0.0,10.0,0.176,-7.654,0.0,0.0604,124.081,4.0,0.442,2
23569,0.388,0.804,251293.0,0.451,2.17e-05,6.0,0.0924,-8.207,1.0,0.0949,178.061,4.0,0.19,7
23570,0.477,0.29,498960.0,0.412,0.0839,6.0,0.079,-12.659,0.0,0.0458,90.539,4.0,0.12,6
23571,0.207,0.752,244720.0,0.606,1.26e-06,9.0,0.152,-7.162,0.0,0.0912,93.024,4.0,0.409,2
23572,0.041,0.807,279773.0,0.51,0.115,0.0,0.104,-9.729,1.0,0.0433,130.118,4.0,0.961,1
23573,0.985,0.0881,149765.0,0.00356,0.964,5.0,0.149,-33.389,1.0,0.0435,78.987,1.0,0.0514,0
23574,0.0035,0.697,211640.0,0.75,0.922,5.0,0.0889,-8.503,0.0,0.0721,124.048,4.0,0.937,3
23575,0.00435,0.653,201800.0,0.869,0.413,8.0,0.334,-9.393,1.0,0.217,125.207,4.0,0.515,4
23576,0.00417,0.934,241467.0,0.76,0.906,7.0,0.0656,-5.549,1.0,0.148,121.302,4.0,0.864,3
23577,0.835,0.502,81467.0,0.202,0.853,0.0,0.077,-19.155,0.0,0.0578,186.654,4.0,0.305,5
23578,0.0409,0.76,145301.0,0.422,0.0,0.0,0.152,-7.265,0.0,0.129,82.965,4.0,0.271,8
23579,0.809,0.434,204347.0,0.581,0.0002,4.0,0.338,-7.449,1.0,0.0313,100.219,4.0,0.447,6
23580,0.695,0.486,248360.0,0.811,0.0,7.0,0.227,-4.835,1.0,0.0947,183.955,4.0,0.707,7
23581,0.282,0.47,236840.0,0.794,0.000601,10.0,0.605,-4.547,1.0,0.025,97.987,4.0,0.691,10
23582,0.798,0.474,196747.0,0.279,0.177,3.0,0.116,-11.617,1.0,0.0295,88.278,4.0,0.439,6
23583,0.000595,0.281,199440.0,0.901,0.000183,1.0,0.131,-6.112,1.0,0.0648,176.823,4.0,0.338,7
23584,0.417,0.514,239351.0,0.715,0.00382,9.0,0.14,-8.683,1.0,0.0344,173.961,4.0,0.579,7
23585,0.184,0.61,194400.0,0.718,0.0,7.0,0.128,-5.124,1.0,0.03,103.452,4.0,0.455,4
23586,0.00027,0.355,192427.0,0.923,0.0145,11.0,0.0907,-4.039,1.0,0.0461,122.385,4.0,0.464,7
23587,0.373,0.537,271840.0,0.662,4.59e-05,2.0,0.137,-5.598,1.0,0.0353,125.987,4.0,0.538,1
23588,0.401,0.288,168760.0,0.874,0.272,2.0,0.161,-6.38,1.0,0.0868,94.887,4.0,0.186,7
23589,0.0202,0.724,172147.0,0.925,0.0,9.0,0.202,-1.393,1.0,0.0615,100.028,4.0,0.33,4
23590,0.458,0.51,253290.0,0.572,0.000219,9.0,0.113,-5.004,1.0,0.0265,83.952,4.0,0.542,4
23591,0.34,0.0752,265013.0,0.513,0.642,9.0,0.0981,-8.099,1.0,0.0404,80.986,4.0,0.115,6
23592,0.0199,0.554,207727.0,0.844,0.0,0.0,0.404,-3.087,1.0,0.0388,113.96,4.0,0.301,1
23593,0.271,0.674,273453.0,0.55,3.51e-05,0.0,0.116,-7.854,1.0,0.0286,99.999,4.0,0.461,1
23594,0.00149,0.109,267867.0,0.747,0.476,4.0,0.146,-4.706,1.0,0.0416,153.898,4.0,0.153,7
23595,0.987,0.507,235400.0,0.436,0.0168,2.0,0.721,-15.582,1.0,0.0826,111.927,4.0,0.405,10
23596,0.841,0.456,141429.0,0.177,0.787,10.0,0.086,-12.796,0.0,0.0329,112.003,3.0,0.0755,0
23597,0.00201,0.309,223200.0,0.949,0.0,10.0,0.123,-4.028,1.0,0.119,143.312,4.0,0.268,7
23598,0.0029,0.118,262267.0,0.741,0.592,4.0,0.347,-4.305,1.0,0.0421,164.624,3.0,0.245,7
23599,0.394,0.506,210651.0,0.489,3.2e-05,5.0,0.178,-6.757,1.0,0.0307,115.056,3.0,0.182,0
23600,0.931,0.426,292080.0,0.277,0.00123,0.0,0.0514,-11.4,1.0,0.0329,114.252,3.0,0.196,0
23601,0.547,0.646,256173.0,0.61,7.91e-05,1.0,0.148,-7.168,1.0,0.0332,82.46,3.0,0.494,1
23602,0.044,0.606,236320.0,0.815,0.0,7.0,0.128,-6.147,1.0,0.0298,137.969,4.0,0.597,4
23603,0.624,0.557,282867.0,0.373,2.77e-05,0.0,0.0924,-9.599,1.0,0.0256,97.541,4.0,0.223,6
23604,0.826,0.39,143920.0,0.285,0.0,5.0,0.135,-8.695,1.0,0.0328,155.447,3.0,0.713,0
23605,0.0261,0.318,235160.0,0.4,0.029,1.0,0.12,-8.147,1.0,0.0335,143.024,3.0,0.369,0
23606,0.25,0.832,96086.0,0.203,0.0,1.0,0.106,-21.673,0.0,0.399,141.982,4.0,0.65,11
23607,0.383,0.524,285707.0,0.816,0.0,1.0,0.349,-5.872,1.0,0.37,200.031,4.0,0.789,11
23608,0.326,0.495,224773.0,0.876,0.0088,6.0,0.0966,-5.985,1.0,0.12,160.142,4.0,0.698,7
23609,0.696,0.163,129409.0,0.991,0.962,6.0,0.905,-26.119,1.0,0.0642,111.417,1.0,1e-05,0
23610,0.623,0.582,255920.0,0.714,1.77e-05,0.0,0.213,-7.267,1.0,0.0461,88.02,4.0,0.702,1
23611,0.399,0.641,216080.0,0.168,0.0103,2.0,0.193,-10.856,1.0,0.0591,70.006,4.0,0.137,6
23612,0.433,0.546,251672.0,0.545,0.0,2.0,0.114,-7.345,1.0,0.0263,100.044,4.0,0.43,1
23613,0.477,0.62,151731.0,0.711,0.000168,1.0,0.0812,-6.943,1.0,0.035,98.263,4.0,0.96,1
23614,0.166,0.375,304093.0,0.655,0.00102,1.0,0.326,-7.561,0.0,0.0497,164.823,4.0,0.576,8
23615,0.501,0.271,197640.0,0.39,0.000131,7.0,0.0962,-7.374,1.0,0.0329,89.663,3.0,0.258,0
23616,0.0338,0.613,165093.0,0.817,1.96e-06,0.0,0.083,-4.957,1.0,0.0858,119.926,4.0,0.62,1
23617,0.0261,0.796,258893.0,0.777,0.000358,6.0,0.121,-4.81,1.0,0.0397,132.722,4.0,0.787,4
23618,0.00673,0.451,204200.0,0.939,4.85e-06,5.0,0.0774,-2.82,0.0,0.0512,93.416,4.0,0.448,8
23619,0.0686,0.672,349760.0,0.81,1.2e-05,9.0,0.584,-5.787,0.0,0.0543,138.026,3.0,0.752,10
23620,0.306,0.57,429973.0,0.225,0.0586,5.0,0.0689,-17.168,0.0,0.029,151.78,3.0,0.408,0
23621,0.707,0.424,324920.0,0.538,0.00644,2.0,0.0774,-17.016,1.0,0.0966,172.936,3.0,0.5,0
23622,0.49,0.332,362547.0,0.394,0.00086,3.0,0.343,-14.453,1.0,0.0321,86.449,4.0,0.714,6
23623,0.772,0.776,463267.0,0.279,0.134,4.0,0.0567,-10.45,0.0,0.0615,135.866,4.0,0.509,6
23624,0.787,0.599,248987.0,0.364,0.0658,4.0,0.0614,-12.63,1.0,0.0333,81.317,4.0,0.697,6
23625,0.803,0.593,235320.0,0.428,0.861,0.0,0.124,-13.515,1.0,0.0293,99.791,4.0,0.38,3
23626,0.107,0.847,227248.0,0.522,0.000233,1.0,0.144,-6.461,1.0,0.153,122.935,4.0,0.276,1
23627,0.937,0.594,291293.0,0.221,0.914,4.0,0.353,-19.161,1.0,0.0478,148.34,4.0,0.372,5
23628,0.783,0.555,446827.0,0.275,0.0671,7.0,0.0829,-18.638,0.0,0.0359,142.7,4.0,0.335,6
23629,0.9,0.583,306960.0,0.206,0.38,4.0,0.123,-12.297,1.0,0.0416,123.362,3.0,0.483,0
23630,0.479,0.404,420800.0,0.393,0.21,8.0,0.0387,-18.083,1.0,0.0368,78.914,4.0,0.7,6
23631,0.882,0.534,271987.0,0.384,0.564,10.0,0.0698,-10.842,1.0,0.0306,79.224,4.0,0.634,6
23632,0.802,0.361,355840.0,0.31,0.687,9.0,0.128,-12.102,1.0,0.0398,177.659,4.0,0.408,6
23633,0.193,0.666,221845.0,0.834,0.0,11.0,0.0579,-5.755,0.0,0.104,138.054,4.0,0.787,2
23634,0.803,0.583,250013.0,0.44,0.813,11.0,0.105,-8.75,1.0,0.0313,101.799,4.0,0.594,3
23635,0.654,0.489,358627.0,0.536,0.000433,5.0,0.337,-13.289,0.0,0.0384,136.908,4.0,0.61,8
23636,0.136,0.773,168719.0,0.609,0.0,4.0,0.0729,-5.855,0.0,0.244,98.071,4.0,0.697,8
23637,0.73,0.504,197107.0,0.302,0.376,11.0,0.0684,-12.708,1.0,0.048,175.733,4.0,0.599,6
23638,0.806,0.575,298920.0,0.37,0.768,5.0,0.0981,-8.859,1.0,0.0367,138.931,3.0,0.38,0
23639,0.801,0.711,303573.0,0.404,0.95,0.0,0.0597,-10.059,1.0,0.0342,96.591,3.0,0.449,3
23640,0.0917,0.793,244376.0,0.586,0.0,6.0,0.125,-5.961,0.0,0.181,164.903,3.0,0.583,2
23641,0.8,0.549,208067.0,0.468,0.928,5.0,0.0724,-9.927,1.0,0.0332,97.171,4.0,0.743,3
23642,0.79,0.52,239173.0,0.383,0.821,5.0,0.0809,-11.835,1.0,0.0338,89.983,4.0,0.724,3
23643,0.651,0.528,563800.0,0.126,0.00675,10.0,0.0905,-21.007,1.0,0.0487,164.478,3.0,0.401,0
23644,0.245,0.427,366307.0,0.492,0.022,1.0,0.105,-16.03,1.0,0.0318,99.351,4.0,0.76,1
23645,0.271,0.557,205439.0,0.739,0.0,1.0,0.17,-5.473,0.0,0.525,83.599,4.0,0.585,11
23646,0.768,0.365,207147.0,0.43,0.797,4.0,0.116,-11.465,1.0,0.0352,150.64,3.0,0.786,0
23647,0.656,0.322,380973.0,0.42,0.124,6.0,0.0828,-13.367,0.0,0.0321,92.978,4.0,0.29,6
23648,0.719,0.523,190627.0,0.244,0.779,6.0,0.133,-24.428,0.0,0.056,123.807,4.0,0.631,5
23649,0.524,0.57,311186.0,0.55,3.73e-05,10.0,0.0921,-8.343,1.0,0.035,117.999,4.0,0.435,4
23650,0.837,0.375,268187.0,0.376,0.229,4.0,0.229,-11.176,1.0,0.0386,169.239,3.0,0.345,0
23651,0.866,0.603,305893.0,0.261,0.737,11.0,0.116,-12.151,1.0,0.0371,136.82,3.0,0.241,0
23652,0.797,0.123,116119.0,0.185,0.0,4.0,0.084,-10.92,1.0,0.0406,171.39,5.0,0.121,6
23653,0.391,0.52,342933.0,0.338,2.47e-05,9.0,0.0836,-18.348,0.0,0.0529,118.469,4.0,0.645,6
23654,0.507,0.505,308213.0,0.55,0.00493,6.0,0.0743,-11.266,1.0,0.0382,80.997,4.0,0.469,6
23655,0.873,0.607,271280.0,0.545,0.00914,4.0,0.132,-11.564,1.0,0.107,86.39,4.0,0.577,6
23656,0.756,0.526,199080.0,0.479,0.929,5.0,0.0769,-10.0,1.0,0.0328,107.225,4.0,0.756,3
23657,0.636,0.511,152827.0,0.306,0.843,11.0,0.0905,-22.718,1.0,0.0617,77.991,4.0,0.631,5
23658,0.891,0.649,324253.0,0.401,0.525,9.0,0.329,-15.361,0.0,0.0306,123.406,4.0,0.523,3
23659,0.215,0.522,377840.0,0.607,0.00213,8.0,0.0664,-10.764,0.0,0.0308,100.339,4.0,0.564,2
23660,0.73,0.471,262347.0,0.424,0.84,5.0,0.0721,-9.71,1.0,0.0412,116.526,4.0,0.564,3
23661,0.131,0.472,197880.0,0.884,0.584,1.0,0.0897,-7.667,0.0,0.0411,114.002,4.0,0.777,8
23662,0.991,0.122,126000.0,0.0441,0.975,7.0,0.11,-28.036,1.0,0.0473,89.901,3.0,0.0315,5
23663,0.521,0.509,321440.0,0.643,0.258,5.0,0.0565,-9.417,1.0,0.0526,171.818,4.0,0.718,7
23664,0.254,0.595,209427.0,0.689,5.44e-06,6.0,0.129,-6.107,0.0,0.148,168.112,4.0,0.213,7
23665,0.0704,0.713,223960.0,0.86,0.00151,5.0,0.116,-7.845,0.0,0.0362,104.313,4.0,0.883,2
23666,0.0504,0.703,355493.0,0.854,9.02e-05,11.0,0.133,-6.575,1.0,0.112,97.628,4.0,0.152,4
23667,0.533,0.833,186627.0,0.716,0.0,9.0,0.058,-11.265,1.0,0.04,104.8,4.0,0.9,4
23668,0.243,0.392,254387.0,0.857,0.000381,9.0,0.0989,-8.745,1.0,0.0966,172.026,4.0,0.719,7
23669,0.0137,0.843,285587.0,0.627,2.81e-05,7.0,0.242,-10.151,1.0,0.149,118.155,4.0,0.758,4
23670,0.214,0.768,193294.0,0.721,0.000231,2.0,0.0889,-5.273,1.0,0.092,138.003,4.0,0.78,1
23671,0.0832,0.629,269773.0,0.853,4.54e-06,7.0,0.112,-6.565,1.0,0.0345,111.609,4.0,0.785,4
23672,0.00435,0.805,264693.0,0.553,0.144,1.0,0.138,-12.49,1.0,0.0332,124.098,4.0,0.959,1
23673,0.229,0.453,215480.0,0.776,0.000132,0.0,0.086,-9.37,1.0,0.0734,155.703,4.0,0.469,7
23674,0.201,0.673,274653.0,0.869,1.14e-05,0.0,0.148,-5.154,1.0,0.0648,106.192,4.0,0.834,1
23675,0.137,0.828,295480.0,0.565,0.00376,9.0,0.0445,-13.24,1.0,0.0562,93.073,4.0,0.926,4
23676,0.411,0.829,256987.0,0.437,0.0,1.0,0.293,-12.418,1.0,0.0635,96.977,4.0,0.946,1
23677,0.139,0.768,181573.0,0.559,6.84e-05,2.0,0.0641,-9.575,1.0,0.0321,114.821,4.0,0.954,1
23678,0.293,0.816,198240.0,0.839,0.0,9.0,0.101,-8.439,1.0,0.23,117.598,4.0,0.817,4
23679,0.328,0.594,211200.0,0.912,0.0,9.0,0.702,-9.591,1.0,0.048,146.972,4.0,0.854,10
23680,0.384,0.552,253053.0,0.892,0.00581,9.0,0.527,-5.354,1.0,0.181,110.242,4.0,0.733,10
23681,0.199,0.792,320000.0,0.661,9.72e-05,4.0,0.125,-9.581,0.0,0.0524,106.467,4.0,0.642,8
23682,0.29,0.848,193267.0,0.758,0.105,4.0,0.318,-8.518,1.0,0.0371,114.416,4.0,0.88,1
23683,0.0457,0.569,301627.0,0.919,0.00485,9.0,0.98,-9.234,1.0,0.0551,112.048,4.0,0.695,10
23684,0.198,0.686,250253.0,0.679,0.000181,5.0,0.509,-8.947,1.0,0.0335,89.786,4.0,0.892,10
23685,0.605,0.894,205227.0,0.703,4.2e-05,2.0,0.526,-11.184,1.0,0.0893,110.47,4.0,0.841,1
23686,0.0408,0.754,399213.0,0.86,0.00273,2.0,0.086,-9.382,1.0,0.164,120.764,4.0,0.734,1
23687,0.536,0.899,176693.0,0.437,0.000504,9.0,0.104,-15.666,0.0,0.147,122.095,4.0,0.907,2
23688,0.364,0.729,169880.0,0.807,0.0,4.0,0.215,-8.1,0.0,0.0343,121.055,4.0,0.965,8
23689,0.216,0.456,135373.0,0.965,1.66e-06,2.0,0.191,-7.46,1.0,0.119,118.947,4.0,0.301,1
23690,0.0401,0.636,263320.0,0.924,0.00379,1.0,0.0656,-6.976,0.0,0.0485,117.698,4.0,0.788,8
23691,0.0475,0.632,286613.0,0.877,0.0,5.0,0.209,-6.867,0.0,0.069,129.941,4.0,0.669,8
23692,0.138,0.691,177360.0,0.726,0.0,5.0,0.11,-7.353,1.0,0.0543,98.418,4.0,0.868,4
23693,0.748,0.198,359533.0,0.644,0.0,9.0,0.409,-8.322,1.0,0.0575,73.152,4.0,0.343,6
23694,0.0783,0.725,172933.0,0.523,0.0,10.0,0.0665,-9.593,1.0,0.324,76.292,4.0,0.95,11
23695,0.0132,0.634,319187.0,0.823,0.0588,6.0,0.0703,-6.079,1.0,0.0342,109.748,4.0,0.789,4
23696,0.229,0.611,237947.0,0.674,9.05e-06,10.0,0.227,-9.162,1.0,0.0436,113.655,4.0,0.583,4
23697,0.195,0.867,178880.0,0.442,0.00443,0.0,0.191,-11.53,1.0,0.133,128.659,4.0,0.853,1
23698,0.0538,0.442,217653.0,0.846,4.71e-06,4.0,0.282,-5.214,1.0,0.0764,128.235,4.0,0.622,7
23699,0.844,0.279,730547.0,0.184,0.22,9.0,0.0772,-19.447,0.0,0.0424,80.114,4.0,0.13,6
23700,0.635,0.899,197627.0,0.468,1.11e-06,1.0,0.0914,-11.013,1.0,0.057,111.764,4.0,0.853,1
23701,0.00708,0.678,399960.0,0.55,0.336,9.0,0.0841,-12.905,0.0,0.0872,138.588,4.0,0.954,2
23702,0.125,0.166,120083.0,0.00133,0.846,0.0,0.233,-23.291,0.0,0.215,119.669,4.0,0.0218,5
23703,0.429,0.606,124500.0,0.86,0.000159,5.0,0.236,-6.411,0.0,0.0542,118.156,4.0,0.925,2
23704,0.107,0.681,115619.0,0.674,6.74e-05,9.0,0.331,-7.719,1.0,0.0435,130.299,4.0,0.654,4
23705,0.729,0.506,219947.0,0.389,1.33e-05,4.0,0.406,-15.051,1.0,0.196,201.065,3.0,0.712,0
23706,0.339,0.454,184520.0,0.918,0.000206,4.0,0.255,-5.345,1.0,0.107,129.461,4.0,0.435,7
23707,0.000348,0.466,225253.0,0.837,7.83e-05,0.0,0.408,-3.752,1.0,0.037,119.873,4.0,0.16,1
23708,0.731,0.482,369600.0,0.721,0.0,0.0,0.189,-6.839,1.0,0.0321,95.263,4.0,0.557,1
23709,0.128,0.743,172933.0,0.529,0.0,7.0,0.181,-6.187,0.0,0.0505,102.048,4.0,0.438,2
23710,0.0211,0.496,336000.0,0.739,0.00444,6.0,0.106,-7.193,1.0,0.0415,132.41,4.0,0.378,7
23711,0.195,0.586,231200.0,0.495,0.0,7.0,0.107,-8.34,1.0,0.0285,136.998,4.0,0.165,7
23712,0.914,0.38,165427.0,0.0993,2.32e-05,2.0,0.0605,-20.567,1.0,0.0509,174.874,4.0,0.44,6
23713,0.53,0.629,152041.0,0.676,0.000325,1.0,0.701,-7.088,0.0,0.191,90.377,4.0,0.497,10
23714,0.887,0.389,192053.0,0.396,0.0,7.0,0.0828,-7.999,1.0,0.0332,171.86,3.0,0.585,0
23715,0.0384,0.713,173605.0,0.954,0.0,4.0,0.234,-3.872,1.0,0.0263,106.517,4.0,0.946,1
23716,0.0456,0.388,243187.0,0.568,0.0,9.0,0.0918,-6.549,0.0,0.224,78.342,4.0,0.394,2
23717,0.565,0.666,389800.0,0.617,0.0,7.0,0.0498,-10.851,1.0,0.0628,105.648,4.0,0.764,4
23718,0.684,0.713,211175.0,0.557,0.0,0.0,0.146,-9.81,1.0,0.117,110.048,4.0,0.346,1
23719,0.513,0.456,149467.0,0.47,3.76e-05,2.0,0.444,-9.564,1.0,0.0294,120.336,4.0,0.639,1
23720,0.843,0.607,220400.0,0.142,0.000197,7.0,0.121,-23.455,1.0,0.0382,118.867,4.0,0.305,6
23721,0.356,0.52,197093.0,0.179,0.00344,11.0,0.131,-21.976,0.0,0.0454,155.746,4.0,0.407,6
23722,0.532,0.419,186213.0,0.517,0.0251,8.0,0.0785,-9.368,1.0,0.0284,145.109,4.0,0.905,4
23723,0.414,0.421,341627.0,0.661,1.16e-06,9.0,0.0962,-13.126,1.0,0.0433,100.965,4.0,0.554,4
23724,0.702,0.576,141293.0,0.727,0.0,4.0,0.324,-9.973,0.0,0.05,173.854,4.0,0.751,8
23725,0.413,0.486,301133.0,0.241,3.51e-05,4.0,0.0928,-17.337,1.0,0.0366,106.574,4.0,0.614,6
23726,0.305,0.469,176333.0,0.538,0.00012,8.0,0.37,-13.559,1.0,0.0571,196.605,4.0,0.886,7
23727,0.907,0.317,212040.0,0.172,0.000383,10.0,0.105,-10.636,1.0,0.0326,65.18,3.0,0.0963,0
23728,0.747,0.48,300107.0,0.247,2.86e-06,7.0,0.0745,-15.929,1.0,0.0311,109.646,4.0,0.422,6
23729,0.167,0.531,224733.0,0.473,2e-06,9.0,0.0899,-9.477,0.0,0.0305,139.176,4.0,0.306,2
23730,0.00255,0.438,240800.0,0.805,5.69e-05,8.0,0.0842,-6.237,1.0,0.0624,113.253,4.0,0.564,4
